server_type,cooling_type,datacenter_region,time_of_day,workload_intensity,cpu_utilization,memory_utilization,network_throughput_gbps,inlet_temperature_c,cooling_efficiency,power_consumption_kw,carbon_emission_kg,compute_cost_usd,pue,energy_efficiency_class
Compute,Liquid,NA,Peak,0.351,35.193,56.034,13.101,23.338,0.88,62.635,26.4,8.163,1.411,Medium
Compute,Liquid,EU,Peak,0.883,71.16,62.075,9.364,24.468,0.98,83.1,19.836,15.299,1.332,High
Storage,Air,ME,Off-Peak,0.943,66.84,95.209,12.488,16.465,0.915,74.44,37.812,2.481,1.1,High
GPU,Liquid,NA,Off-Peak,0.864,67.322,69.524,11.505,18.174,0.851,110.223,42.199,13.017,1.47,Medium
Compute,Hybrid,EU,Night,0.459,38.391,71.9,9.836,20.05,0.909,67.051,14.973,11.709,1.764,Low
GPU,Hybrid,APAC,Off-Peak,0.991,71.991,91.654,30.874,19.469,0.856,139.36,85.095,11.302,1.35,High
GPU,Air,NA,Off-Peak,0.762,65.773,63.324,22.278,20.873,0.783,120.305,46.253,14.332,1.385,Medium
Edge,Liquid,EU,Night,0.42,33.767,58.426,12.147,18.222,0.84,39.874,7.469,6.621,1.486,Medium
Compute,Air,NA,Off-Peak,0.184,16.278,79.87,16.263,22.086,0.963,64.293,26.715,8.054,1.368,High
Edge,Air,NA,Night,0.7,50.983,53.905,14.034,20.555,0.704,70.936,28.684,8.63,1.64,Low
Compute,Liquid,NA,Night,0.756,63.664,81.282,16.38,18.82,1.0,84.083,33.078,10.375,1.494,Medium
Storage,Liquid,ME,Night,0.21,24.923,77.886,23.135,25.104,0.965,109.574,54.854,5.643,1.525,Medium
Compute,Air,NA,Peak,0.595,58.799,60.781,11.485,24.542,0.84,77.906,32.66,9.799,1.497,Medium
Compute,Hybrid,NA,Off-Peak,0.988,83.134,95.224,13.073,23.124,0.932,89.408,36.199,10.273,1.206,High
GPU,Hybrid,EU,Off-Peak,0.394,36.013,63.573,10.296,23.829,0.895,108.803,23.494,19.01,1.282,High
Storage,Liquid,NA,Off-Peak,0.372,39.982,54.756,9.144,22.594,0.762,50.995,22.875,6.502,1.729,Low
Compute,Liquid,EU,Off-Peak,0.913,69.283,62.927,13.664,17.481,0.766,82.858,23.414,14.975,1.462,Medium
Compute,Air,NA,Night,0.206,20.03,74.739,10.511,22.596,0.86,54.487,23.064,6.961,1.474,Medium
Storage,Liquid,APAC,Peak,0.94,74.963,69.406,24.904,22.039,0.921,85.076,54.684,6.424,1.468,Medium
Compute,Air,EU,Off-Peak,0.802,61.237,73.325,20.334,21.842,0.908,80.245,17.301,13.749,1.526,Medium
GPU,Hybrid,NA,Peak,0.452,47.564,69.133,19.052,22.29,0.686,126.162,48.306,14.72,1.452,Medium
Compute,Air,NA,Peak,0.175,16.18,34.057,4.559,25.325,0.832,54.303,23.76,6.612,1.65,Low
Compute,Air,EU,Off-Peak,0.117,21.482,55.804,12.988,20.132,0.782,69.351,14.162,12.205,1.759,Low
Compute,Liquid,APAC,Peak,0.438,32.985,77.946,26.162,21.451,0.971,59.383,36.066,4.533,1.343,High
Storage,Air,NA,Peak,0.735,70.1,51.027,8.06,25.419,0.837,68.397,30.289,7.046,1.558,Low
Compute,Air,NA,Off-Peak,0.539,44.995,59.127,8.376,20.216,0.73,81.514,35.632,9.036,1.619,Low
Compute,Air,NA,Peak,0.765,70.05,69.167,15.311,23.995,0.644,85.381,32.46,9.837,1.525,Low
Edge,Hybrid,EU,Peak,0.704,64.294,70.11,11.641,25.412,0.944,68.42,17.428,11.813,1.522,Medium
Storage,Liquid,ME,Night,0.616,51.997,70.237,12.794,15.0,0.891,93.549,43.194,4.565,1.324,High
Compute,Air,NA,Night,0.971,70.972,83.23,30.981,24.39,0.947,85.5,36.12,10.537,1.526,Medium
Storage,Air,NA,Peak,0.756,69.592,87.907,13.193,28.153,0.829,77.494,29.278,9.683,1.694,Low
GPU,Air,NA,Peak,0.923,77.25,82.971,13.039,25.72,0.83,118.422,51.162,14.595,1.469,Medium
Compute,Liquid,NA,Night,0.318,26.401,58.939,6.0,19.093,0.996,59.015,26.113,7.142,1.458,Medium
Compute,Liquid,EU,Peak,0.742,59.2,71.575,22.219,21.72,0.788,75.152,18.784,13.02,1.318,High
GPU,Air,ME,Off-Peak,0.638,52.649,83.529,11.501,20.081,0.751,146.322,72.331,7.988,1.615,Low
Storage,Air,NA,Off-Peak,0.932,66.951,79.023,13.835,20.992,0.806,91.2,39.283,10.728,1.316,High
Storage,Air,APAC,Off-Peak,0.559,50.955,77.096,6.807,22.43,0.819,80.593,47.823,6.934,1.502,Medium
Compute,Air,NA,Night,0.352,32.881,66.876,11.986,23.486,0.752,70.345,29.377,8.769,1.529,Low
Compute,Air,APAC,Peak,0.446,42.409,59.305,24.652,22.048,0.844,109.714,65.298,8.019,1.388,Medium
Storage,Liquid,EU,Off-Peak,0.297,28.681,40.673,26.564,22.859,0.931,76.605,16.717,13.386,1.538,Medium
Compute,Air,NA,Off-Peak,0.298,30.23,53.865,21.836,18.967,0.978,59.8,28.066,7.65,1.221,High
Storage,Liquid,ME,Night,0.523,48.606,69.3,13.111,17.546,1.0,100.467,47.953,6.019,1.233,High
Storage,Liquid,NA,Night,0.903,70.912,69.81,26.339,19.469,1.0,106.095,46.224,12.919,1.229,High
Compute,Air,EU,Off-Peak,0.273,23.723,55.603,18.072,22.599,0.913,60.274,13.662,10.709,1.467,Medium
Edge,Liquid,APAC,Night,0.359,45.447,55.628,16.714,18.16,0.885,79.848,49.694,6.611,1.436,Medium
GPU,Liquid,NA,Peak,0.868,70.306,76.67,13.044,15.0,0.885,140.943,57.466,16.845,1.234,High
GPU,Air,EU,Peak,0.405,45.319,70.768,16.263,25.894,0.862,95.1,24.325,16.838,1.536,Medium
Compute,Hybrid,APAC,Peak,0.966,78.508,64.639,10.967,20.154,0.856,79.395,45.828,7.015,1.554,Low
Compute,Air,ME,Peak,0.342,27.434,62.551,9.067,19.403,0.752,71.683,34.074,2.701,1.543,Low
Storage,Hybrid,APAC,Off-Peak,0.498,42.6,76.649,13.124,18.791,0.936,56.715,31.029,4.195,1.603,Low
Compute,Liquid,NA,Night,0.186,21.035,80.798,7.248,22.789,0.97,45.675,16.796,5.395,1.611,Low
Edge,Liquid,EU,Off-Peak,0.993,77.608,89.757,12.027,21.313,0.883,67.253,19.622,11.963,1.371,High
Compute,Hybrid,APAC,Off-Peak,0.901,80.376,82.232,12.07,24.194,0.795,85.795,50.717,6.398,1.373,Medium
Storage,Hybrid,EU,Peak,0.836,63.518,65.134,15.182,26.083,0.703,68.78,15.506,12.27,1.83,Low
Compute,Liquid,APAC,Off-Peak,0.242,29.041,64.704,16.308,17.238,1.0,68.636,43.954,6.122,1.597,Medium
Storage,Liquid,NA,Off-Peak,0.972,76.331,88.588,24.611,20.88,1.0,118.134,47.554,14.425,1.466,Medium
Compute,Air,NA,Off-Peak,0.936,77.056,61.803,21.814,27.108,0.912,100.128,37.827,12.067,1.567,Medium
Storage,Liquid,EU,Peak,0.492,43.666,49.818,18.606,21.081,0.941,91.461,22.612,16.362,1.27,High
Compute,Air,ME,Off-Peak,0.713,66.809,72.617,14.506,18.897,0.94,98.365,47.427,5.259,1.278,High
GPU,Air,EU,Off-Peak,0.993,78.647,52.395,19.02,21.87,0.96,124.551,32.042,21.665,1.676,Low
Compute,Hybrid,ME,Off-Peak,0.469,42.726,57.775,13.133,20.889,0.651,84.098,42.638,5.038,1.633,Low
Edge,Air,ME,Peak,0.202,17.005,50.076,19.682,28.343,0.79,49.18,25.054,2.615,1.481,Medium
GPU,Air,ME,Peak,0.881,69.409,78.734,20.279,19.354,0.9,124.185,60.228,5.975,1.15,High
Compute,Liquid,ME,Peak,0.529,45.073,60.535,11.124,21.133,1.0,80.864,39.458,3.449,1.349,High
GPU,Air,APAC,Off-Peak,0.988,82.799,75.974,14.442,37.877,0.789,120.603,72.17,8.687,1.697,Low
Compute,Air,APAC,Off-Peak,0.596,42.747,58.358,10.948,24.166,0.744,61.417,35.29,5.227,1.733,Low
Edge,Liquid,EU,Night,0.127,19.81,61.511,11.752,17.089,0.989,34.042,9.159,5.796,1.393,High
Storage,Liquid,NA,Off-Peak,0.543,43.619,64.948,8.142,20.172,1.0,56.618,24.295,6.875,1.098,High
Compute,Liquid,NA,Peak,0.746,65.008,53.634,17.213,20.828,0.911,77.559,29.76,9.586,1.195,High
Compute,Liquid,NA,Off-Peak,0.123,14.169,61.345,4.337,16.938,0.854,53.883,19.146,6.901,1.438,Medium
Compute,Liquid,NA,Off-Peak,0.472,50.714,69.301,24.176,17.654,0.88,110.437,39.848,11.87,1.214,High
Edge,Liquid,NA,Peak,0.24,30.114,72.098,10.432,21.227,0.858,70.135,29.957,8.373,1.25,High
Compute,Air,ME,Off-Peak,0.679,59.522,79.031,33.625,19.521,0.771,122.025,61.142,6.116,1.217,High
Storage,Liquid,EU,Peak,0.962,69.858,87.961,22.162,23.14,0.931,79.474,21.12,14.374,1.757,Low
Storage,Hybrid,NA,Peak,0.662,56.38,63.712,22.236,24.22,0.657,59.92,25.301,5.976,1.648,Low
Edge,Air,APAC,Off-Peak,0.725,56.359,76.388,16.368,20.284,0.969,66.721,38.06,4.714,1.607,Medium
Compute,Air,EU,Off-Peak,0.457,45.878,45.41,13.29,23.734,0.712,71.062,18.062,12.938,1.424,Medium
Storage,Air,NA,Off-Peak,0.607,50.211,40.591,12.345,23.699,0.986,87.989,32.477,10.03,1.118,High
Storage,Liquid,APAC,Peak,0.589,49.836,53.287,11.757,21.627,0.969,94.701,51.591,7.22,1.529,Medium
GPU,Air,NA,Night,0.784,60.033,42.522,8.779,15.0,0.937,99.823,39.672,12.48,1.496,Medium
Compute,Liquid,EU,Off-Peak,0.871,70.838,77.783,20.157,23.426,1.0,174.691,43.673,31.444,1.486,Medium
Compute,Hybrid,NA,Night,0.697,52.117,72.234,15.001,24.185,0.871,96.517,41.412,11.409,1.622,Low
Compute,Liquid,EU,Off-Peak,0.982,80.433,52.041,20.327,16.031,0.777,118.587,28.268,21.08,1.317,High
GPU,Air,APAC,Off-Peak,0.845,75.536,92.454,18.016,21.174,0.792,135.828,83.847,10.621,1.234,High
Compute,Liquid,NA,Peak,0.212,25.98,61.06,17.551,24.564,1.0,48.075,16.583,6.423,1.387,High
Storage,Air,ME,Off-Peak,0.557,54.94,46.242,6.556,27.635,0.852,80.145,37.788,3.463,1.676,Low
Compute,Liquid,NA,Off-Peak,0.913,78.571,91.372,13.31,17.019,0.94,99.83,37.732,11.856,1.404,High
GPU,Liquid,EU,Peak,0.95,84.459,63.268,26.413,22.564,0.818,123.852,32.081,22.742,1.562,Low
Edge,Air,ME,Off-Peak,0.442,35.768,69.09,16.9,23.72,0.867,72.103,34.614,3.095,1.43,Medium
Storage,Hybrid,ME,Off-Peak,0.753,53.842,75.12,10.383,18.924,0.958,63.926,32.507,3.259,1.415,High
Compute,Air,NA,Off-Peak,0.469,39.195,45.721,12.485,26.871,0.779,62.336,26.512,7.935,1.714,Low
Compute,Hybrid,NA,Peak,0.211,23.96,79.371,4.656,20.816,0.673,69.311,32.594,8.622,1.54,Low
Compute,Air,APAC,Peak,0.896,73.411,98.0,18.147,24.776,0.974,80.046,48.331,5.787,1.669,Low
Compute,Air,NA,Peak,0.939,67.717,58.489,16.843,20.515,0.902,87.187,36.699,10.462,1.551,Medium
Storage,Air,EU,Off-Peak,0.554,57.987,72.019,25.439,21.445,0.745,88.031,21.966,15.257,1.371,Medium
Storage,Air,APAC,Peak,0.116,15.591,61.892,7.948,26.505,0.957,49.086,28.857,4.071,1.335,High
Edge,Liquid,EU,Peak,0.834,60.067,75.349,19.894,26.087,0.954,55.181,13.05,9.666,1.537,Medium
Compute,Liquid,NA,Night,0.529,49.205,95.223,44.242,17.515,1.0,81.025,31.061,9.07,1.208,High
Storage,Liquid,EU,Peak,0.168,22.737,61.729,29.313,22.877,1.0,52.602,12.618,9.319,1.409,High
Storage,Air,ME,Off-Peak,0.27,20.78,67.932,10.081,24.894,0.892,52.723,26.695,1.906,1.296,High
Storage,Air,EU,Night,0.237,20.293,75.742,11.79,22.683,0.649,60.751,14.431,10.385,1.328,Medium
Compute,Liquid,APAC,Off-Peak,0.718,68.839,96.795,33.123,17.596,1.0,118.037,73.922,9.459,1.43,High
Storage,Air,NA,Off-Peak,0.369,37.437,52.576,5.817,21.313,0.815,61.264,23.606,7.536,1.398,Medium
Storage,Liquid,NA,Night,0.215,24.492,56.658,13.669,15.0,0.919,44.263,18.638,4.383,1.32,High
GPU,Liquid,NA,Night,0.926,78.417,78.846,13.368,17.504,1.0,122.515,47.854,14.46,1.417,High
Edge,Air,EU,Off-Peak,0.961,76.534,62.669,18.672,22.788,0.921,65.846,17.487,12.211,1.538,Medium
Compute,Liquid,NA,Peak,0.225,28.46,75.534,22.686,22.788,1.0,67.28,28.622,7.545,1.366,High
Compute,Liquid,EU,Off-Peak,0.307,26.498,62.979,21.76,22.751,0.828,91.967,24.481,16.366,1.31,High
Storage,Liquid,APAC,Night,0.633,47.126,52.087,60.195,16.071,0.999,64.189,35.554,5.527,1.19,High
Storage,Air,APAC,Night,0.235,18.71,58.189,5.339,23.792,0.764,38.486,21.647,2.864,1.286,High
Compute,Air,NA,Night,0.243,19.092,44.641,19.791,19.075,0.937,105.127,37.192,13.21,1.391,High
GPU,Air,APAC,Off-Peak,0.403,35.476,58.419,14.2,21.364,0.972,96.378,59.662,7.403,1.292,High
Edge,Air,EU,Off-Peak,0.954,74.382,42.848,17.846,18.608,0.851,101.26,23.917,19.106,1.593,Low
Edge,Air,NA,Peak,0.966,73.113,87.4,13.554,24.829,0.893,63.557,24.983,7.332,1.338,High
Compute,Hybrid,NA,Peak,0.858,66.208,65.132,14.985,25.599,0.92,120.764,49.428,14.388,1.559,Medium
GPU,Liquid,EU,Off-Peak,0.726,58.814,55.537,16.636,18.458,1.0,103.496,26.19,18.434,1.123,High
GPU,Liquid,NA,Peak,0.749,59.149,67.745,14.499,22.916,1.0,127.228,50.567,15.694,1.769,Low
Storage,Air,NA,Peak,0.523,41.756,83.564,11.114,25.477,0.808,115.825,45.211,14.196,1.706,Low
Storage,Hybrid,NA,Night,0.577,42.428,76.026,13.272,18.251,0.712,78.725,30.433,9.282,1.582,Low
GPU,Air,NA,Peak,0.671,48.752,96.8,12.317,27.479,0.846,104.54,41.555,12.545,1.532,Medium
Storage,Liquid,ME,Night,0.758,55.156,49.939,16.002,15.0,0.872,82.473,38.584,4.593,1.245,High
Compute,Hybrid,APAC,Peak,0.187,18.367,37.903,22.341,24.176,0.767,42.796,27.069,3.234,1.505,Medium
Storage,Liquid,EU,Night,0.302,29.887,57.295,8.261,17.189,0.995,63.851,13.776,11.242,1.05,High
Storage,Hybrid,ME,Off-Peak,0.967,74.44,98.0,12.369,23.759,0.829,73.358,39.66,3.105,1.726,Low
Compute,Liquid,EU,Peak,0.402,41.759,74.722,12.343,20.482,1.0,69.482,19.741,12.508,1.212,High
Edge,Air,APAC,Off-Peak,0.342,29.736,74.376,20.996,20.873,0.884,58.92,34.738,4.814,1.485,Medium
Storage,Air,NA,Night,0.48,38.197,49.591,11.445,22.341,0.856,64.687,28.265,7.437,1.692,Low
Storage,Air,EU,Off-Peak,0.362,27.524,56.632,14.602,25.694,0.882,69.875,16.695,13.155,1.51,Medium
Compute,Air,NA,Off-Peak,0.182,22.035,53.124,13.339,27.156,0.883,59.566,22.639,7.459,1.631,Low
Storage,Liquid,EU,Night,0.287,30.364,66.616,8.905,16.891,0.928,62.391,16.695,11.453,1.265,High
Compute,Air,NA,Peak,0.676,56.339,80.267,11.714,26.213,0.867,67.999,26.046,8.212,1.619,Low
Compute,Hybrid,NA,Night,0.301,0.511,60.801,11.742,24.303,0.694,64.189,25.798,7.705,1.502,Low
Storage,Air,NA,Peak,0.683,59.534,52.214,14.535,26.403,0.879,94.053,36.854,11.768,1.529,Medium
Storage,Air,NA,Off-Peak,0.19,27.634,47.926,14.413,27.7,0.749,48.884,22.717,5.474,1.551,Low
Storage,Hybrid,APAC,Peak,0.138,19.443,67.142,14.553,27.399,0.798,67.941,42.725,5.719,1.494,Medium
Compute,Air,NA,Off-Peak,0.875,69.608,93.287,18.385,27.563,0.791,76.808,27.881,7.97,1.825,Low
Storage,Liquid,APAC,Peak,0.784,55.505,77.681,16.807,20.188,1.0,112.75,65.227,9.291,1.33,High
Compute,Liquid,EU,Peak,0.699,60.485,62.316,12.479,18.912,0.927,119.737,27.443,21.22,1.08,High
Edge,Air,EU,Off-Peak,0.128,20.055,48.25,9.6,24.454,0.839,45.617,11.803,8.247,1.441,Medium
Storage,Liquid,NA,Off-Peak,0.315,22.775,56.767,10.811,15.0,0.987,68.766,28.98,7.784,1.266,High
Storage,Air,ME,Off-Peak,0.831,59.873,94.017,10.8,24.779,0.858,83.011,42.637,3.672,1.547,Medium
Compute,Liquid,NA,Off-Peak,0.23,23.574,51.042,25.358,15.0,0.889,53.618,23.712,6.159,1.149,High
Compute,Liquid,EU,Peak,0.832,62.515,58.619,30.668,21.875,0.788,89.704,23.996,15.952,1.082,High
Edge,Air,EU,Night,0.626,52.465,60.938,22.302,20.131,0.828,71.252,19.117,12.839,1.482,Medium
Compute,Liquid,EU,Peak,0.766,67.974,72.078,17.524,19.974,0.994,78.846,16.655,14.068,1.276,High
Storage,Air,NA,Peak,0.68,58.791,63.054,16.465,22.465,0.769,73.747,31.793,9.039,1.507,Medium
Storage,Liquid,EU,Off-Peak,0.475,34.821,57.947,13.891,19.414,0.911,67.493,19.889,12.095,1.13,High
Compute,Hybrid,APAC,Off-Peak,0.363,37.84,69.097,4.57,26.402,0.81,58.595,35.108,5.12,1.378,Medium
GPU,Hybrid,APAC,Peak,0.705,53.448,49.073,12.143,23.476,0.917,113.333,67.335,9.182,1.587,Low
Storage,Liquid,ME,Peak,0.826,67.346,64.509,14.916,25.659,1.0,78.323,36.824,3.955,1.322,High
Compute,Air,NA,Night,0.14,14.293,55.624,8.007,21.699,0.81,63.361,25.43,7.86,1.508,Medium
Compute,Hybrid,NA,Off-Peak,0.442,33.041,69.828,9.737,18.324,0.75,98.21,37.944,11.206,1.565,Low
Compute,Air,NA,Off-Peak,0.416,44.464,53.893,11.528,23.129,0.748,62.312,27.882,7.46,1.457,Medium
GPU,Liquid,ME,Night,0.604,0.837,47.943,6.97,15.0,0.883,117.554,58.598,5.26,1.686,Low
Storage,Air,NA,Peak,0.203,16.74,66.388,7.163,28.583,0.802,46.72,17.752,5.599,1.565,Low
Compute,Hybrid,EU,Off-Peak,0.94,71.993,98.0,14.685,21.588,0.749,84.489,25.078,15.06,1.373,Medium
Compute,Liquid,ME,Peak,0.594,44.767,64.584,16.303,21.024,0.869,71.635,33.63,4.361,1.42,Medium
Storage,Liquid,EU,Peak,0.931,75.617,79.583,17.074,23.419,0.828,101.129,25.451,17.445,1.621,Low
Storage,Air,EU,Peak,0.835,63.09,69.912,27.489,23.303,0.784,100.349,26.441,18.024,1.427,Medium
Storage,Liquid,NA,Off-Peak,0.272,26.799,54.046,4.493,21.465,1.0,58.944,22.928,6.786,1.32,High
Compute,Liquid,EU,Peak,0.219,34.992,68.527,7.584,21.381,0.892,63.378,15.178,11.199,1.59,Low
Compute,Liquid,ME,Off-Peak,0.875,63.309,68.056,14.643,19.768,0.804,77.873,39.965,3.54,1.445,Medium
Storage,Air,EU,Night,0.582,53.024,52.104,12.717,22.47,0.915,85.42,17.754,16.199,1.374,High
Edge,Air,NA,Off-Peak,0.118,14.17,57.608,6.798,23.714,0.946,45.018,17.076,7.023,1.585,Medium
Compute,Air,NA,Peak,0.941,72.024,54.598,15.181,24.69,0.936,85.427,34.118,10.897,1.162,High
Storage,Air,NA,Peak,0.526,44.717,78.933,15.166,24.824,0.941,66.199,26.344,8.73,1.705,Low
Storage,Air,EU,Off-Peak,0.371,32.585,74.685,5.265,24.381,0.839,77.321,18.427,13.786,1.223,High
Storage,Air,NA,Peak,0.565,45.552,82.478,12.826,25.04,0.819,97.691,40.71,12.435,1.724,Low
Compute,Air,EU,Night,0.841,68.332,55.058,13.823,18.201,0.781,72.648,22.088,12.493,2.208,Low
GPU,Air,EU,Night,0.199,27.504,58.892,28.064,20.92,0.714,83.047,19.326,14.911,1.374,Medium
Storage,Air,APAC,Off-Peak,0.423,35.566,96.711,23.094,19.837,0.944,61.089,36.587,4.732,1.461,Medium
Storage,Hybrid,NA,Peak,0.387,40.982,43.209,10.961,29.604,0.745,58.263,22.864,7.17,1.62,Low
Compute,Liquid,APAC,Night,0.856,69.733,65.011,10.846,21.2,0.991,87.919,53.6,6.618,1.396,High
Compute,Air,EU,Off-Peak,0.801,61.812,70.539,13.99,28.452,0.736,70.772,19.92,12.799,1.907,Low
Compute,Liquid,NA,Off-Peak,0.46,36.754,56.824,20.579,17.907,0.923,62.043,25.346,7.415,1.405,High
GPU,Liquid,ME,Peak,0.698,51.976,62.311,8.943,21.913,0.872,109.503,55.914,6.583,1.613,Low
Compute,Hybrid,NA,Off-Peak,0.455,37.889,58.535,4.926,19.546,0.861,86.564,35.489,10.539,1.414,Medium
Storage,Air,EU,Night,0.614,47.172,46.982,26.132,25.885,0.823,67.493,12.95,12.026,1.276,High
Compute,Air,NA,Peak,0.992,81.208,58.569,35.752,23.81,0.717,94.061,40.52,10.69,1.287,High
Storage,Hybrid,EU,Night,0.582,57.312,58.174,19.811,19.512,0.95,68.214,16.644,12.583,1.298,High
Storage,Air,EU,Peak,0.99,81.62,27.594,35.913,25.944,0.605,90.518,20.584,16.574,1.709,Low
Compute,Air,NA,Night,0.772,59.013,53.849,17.044,25.539,0.979,73.121,27.82,9.123,1.71,Low
Compute,Air,EU,Off-Peak,0.209,1.357,59.369,10.534,25.524,0.8,70.933,18.376,12.17,1.726,Low
Compute,Air,EU,Peak,0.816,62.25,63.688,23.911,25.043,0.878,73.756,19.565,12.524,1.462,Medium
Storage,Hybrid,APAC,Peak,0.245,20.826,45.597,13.728,28.138,0.805,54.746,33.958,3.681,1.458,Medium
Storage,Air,NA,Off-Peak,0.579,0.694,63.697,9.644,23.597,0.79,74.979,30.254,9.5,1.558,Low
Compute,Hybrid,NA,Peak,0.652,61.348,63.766,10.759,26.675,0.668,83.057,33.002,10.165,1.757,Low
Storage,Hybrid,EU,Off-Peak,0.903,69.953,82.172,16.566,17.74,0.766,69.061,15.135,12.785,1.583,Low
Compute,Liquid,NA,Peak,0.289,26.741,63.694,26.236,26.653,0.862,46.641,19.438,5.494,1.705,Low
Compute,Air,EU,Peak,0.888,67.257,70.063,28.211,25.063,0.739,79.322,22.058,14.28,1.598,Low
Compute,Air,NA,Off-Peak,0.941,83.429,57.608,14.872,24.88,0.9,88.917,34.278,10.697,1.681,Low
GPU,Air,NA,Off-Peak,0.181,16.632,55.835,14.643,21.003,0.929,101.745,40.506,11.836,1.318,High
Compute,Air,APAC,Off-Peak,0.897,84.365,44.656,28.46,19.844,0.878,121.99,69.361,9.608,1.695,Low
Compute,Liquid,APAC,Off-Peak,0.333,31.816,91.508,14.271,19.605,0.989,93.812,54.283,7.297,1.48,Medium
Compute,Air,EU,Off-Peak,0.173,18.65,34.69,9.226,24.581,0.952,70.51,18.601,13.007,1.767,Low
Compute,Hybrid,APAC,Off-Peak,0.963,74.353,75.348,13.636,18.045,0.832,78.537,46.914,7.26,2.256,Medium
Storage,Liquid,APAC,Peak,0.453,0.399,57.01,21.883,21.233,0.952,48.957,30.934,4.059,1.308,High
Compute,Liquid,EU,Peak,0.661,54.579,66.309,18.215,37.969,0.933,79.166,18.341,13.464,1.389,High
Compute,Hybrid,ME,Peak,0.598,50.372,68.507,11.048,20.789,0.831,64.105,33.409,3.8,2.275,Low
Storage,Air,EU,Off-Peak,0.292,24.537,45.174,12.943,21.794,0.959,52.225,12.311,9.135,1.418,High
Compute,Air,EU,Off-Peak,0.703,72.57,78.883,23.722,17.114,0.85,87.152,20.533,15.723,1.348,High
GPU,Air,EU,Off-Peak,0.142,23.092,70.174,12.515,24.687,0.97,77.755,16.862,13.731,1.498,Medium
Storage,Air,ME,Off-Peak,0.283,23.444,56.515,14.912,29.453,0.889,57.51,30.147,2.834,1.63,Low
Compute,Liquid,NA,Peak,0.95,71.543,82.767,20.546,23.946,0.923,104.308,39.283,11.977,1.615,Low
Storage,Air,NA,Off-Peak,0.958,79.739,98.0,15.247,20.126,0.977,71.799,29.471,8.183,1.708,Low
Compute,Air,NA,Peak,0.534,49.173,71.744,14.672,24.988,0.924,71.746,24.893,8.148,1.615,Low
Storage,Hybrid,NA,Off-Peak,0.252,21.754,65.792,14.487,21.481,0.867,76.509,30.506,8.77,1.331,High
Storage,Air,NA,Off-Peak,0.479,40.114,39.631,6.872,23.577,0.894,61.203,28.622,7.332,1.562,Medium
Compute,Liquid,APAC,Night,0.889,68.488,85.098,20.11,37.618,0.878,81.353,48.057,6.247,1.23,High
Storage,Air,EU,Night,0.163,23.076,53.333,14.521,20.442,0.879,71.251,12.115,13.047,1.323,High
GPU,Air,NA,Off-Peak,0.215,17.972,71.802,6.539,21.281,0.82,111.767,44.467,13.374,1.627,Low
Edge,Liquid,APAC,Night,0.906,72.677,76.547,19.408,19.06,1.0,65.175,36.667,5.026,1.23,High
Storage,Hybrid,EU,Peak,0.474,48.654,45.604,25.204,27.293,0.866,73.503,20.772,12.873,1.633,Low
Storage,Air,EU,Peak,0.175,17.955,54.477,19.289,23.293,0.887,51.102,13.569,9.439,1.507,Medium
Compute,Air,NA,Night,0.225,22.205,76.429,18.93,17.482,0.868,48.781,22.741,5.501,1.318,High
Compute,Air,APAC,Night,0.894,75.451,98.0,33.475,24.326,0.857,86.673,51.902,6.919,1.603,Low
Storage,Air,NA,Off-Peak,0.541,47.282,52.36,6.19,23.13,0.607,66.205,24.816,8.555,1.549,Low
Compute,Air,NA,Peak,0.247,29.461,37.25,9.763,20.741,0.928,61.274,26.362,7.303,1.325,High
Edge,Liquid,NA,Night,0.905,65.209,72.527,16.959,15.234,0.89,92.064,38.776,10.969,1.408,Medium
Compute,Air,APAC,Peak,0.861,71.147,75.942,16.36,29.709,0.831,84.238,49.456,6.732,1.641,Low
Compute,Air,EU,Peak,0.121,18.118,66.071,13.245,24.789,0.802,106.094,26.166,18.268,1.804,Low
Compute,Liquid,NA,Off-Peak,0.623,47.982,82.544,7.613,21.44,0.782,102.426,40.796,11.833,1.521,Low
GPU,Air,NA,Peak,0.32,23.606,68.167,6.496,20.141,0.764,100.514,41.179,12.36,1.407,Medium
Storage,Air,EU,Peak,0.58,51.874,55.091,8.832,22.694,0.698,93.13,23.113,17.702,1.678,Low
Storage,Hybrid,EU,Night,0.351,38.325,67.39,15.658,23.05,0.911,73.81,17.655,13.324,1.406,High
Compute,Air,NA,Peak,0.384,38.705,45.126,11.888,24.766,0.827,74.012,28.734,10.218,1.497,Medium
GPU,Liquid,APAC,Night,0.642,48.873,45.535,15.2,19.48,0.967,148.019,87.315,12.181,1.364,High
Compute,Air,ME,Night,0.585,51.421,84.858,16.788,24.043,0.895,68.497,33.212,3.494,1.407,Medium
GPU,Air,NA,Night,0.456,41.682,79.35,9.811,20.908,0.714,132.665,53.876,16.26,1.668,Low
Storage,Air,EU,Night,0.197,18.51,27.251,7.835,21.465,0.791,39.762,8.519,7.542,1.456,Medium
Compute,Air,NA,Off-Peak,0.972,79.93,92.31,18.238,21.127,0.981,98.703,36.502,12.265,1.483,Medium
Storage,Air,APAC,Off-Peak,0.257,22.776,62.41,10.599,16.801,0.796,58.617,33.258,4.451,1.185,High
Storage,Air,EU,Night,0.67,52.948,83.929,13.325,24.769,0.922,52.316,11.862,10.165,1.575,Medium
Compute,Hybrid,NA,Off-Peak,0.174,14.441,33.197,3.354,26.39,0.919,60.317,23.76,7.482,2.482,Low
